,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,-0.6485945,0.068025805,0.27301604,-0.35061565,0.2586563,0.15854353,-0.0654365,0.05988657,-0.2882776,0.34694272,-0.8895882,-0.23873922,0.1279558,0.07569406,0.1913628,0.1456203,0.14676961,-0.39993495,-0.025940534,-0.16933985,-0.06326018,-1.2973548,0.24559988,0.071218304,-1.0823319,0.04319424,-0.9570507,0.11146538,-0.012270552,-1.1506363,0.06431407,0.31540874,0.042766158,-0.30998617,0.035819538,-0.13709112,-0.28117108,-1.8991494,-0.38990435,0.05941013,0.21381582,-1.3081186,-0.90232444,0.08785933,0.22364902,-0.9415671,0.2512624,0.20402394,0.0023035153,0.23799025,-0.318987,-1.2123563,0.10703055,0.08429759,0.22083992,-1.377662,0.041992296,-0.106105596,-0.07390119,0.1974629,-1.1635637,0.103229664,-2.8872585,-0.6231881,0.20301874,0.32620713,0.070856914,0.3091946,0.043032497,0.037079472,0.19045003,0.3158814,-0.6477335,-0.7217744,-1.5939057,-0.42310238,0.23292623,-0.40393263,0.28079718,-0.3184196
1,-0.0062439456,0.017111642,0.15179668,0.07461494,-0.26740092,0.11668482,-0.039046187,0.16639858,-0.1454916,0.33457738,-0.1302226,-0.25678173,0.35417682,-0.15995842,-0.41942328,0.27874586,0.18633507,0.115741245,0.04497175,0.22885081,0.063467026,0.019201912,0.18582635,0.1693041,0.03426727,-0.22354221,-0.3447355,-0.06993856,0.053625256,-0.7105831,-0.09553067,-0.00542483,0.08089719,0.14179824,0.16690405,-0.38791567,-0.0993557,-0.2300209,0.12651259,-0.46595153,-0.020544799,-0.18032475,0.15784717,-0.053347886,0.18812403,0.14118592,-0.2503398,0.113368765,0.030492593,-0.24154633,0.008703464,-0.28791127,0.13423389,-0.15948682,-0.0983514,-0.398037,-0.34803,-0.45782346,0.29546872,0.27775723,0.17293495,0.104175314,0.21868613,-0.3661144,-0.14090459,-0.122543,0.029602557,-0.25826606,-0.027446065,-0.21546876,0.16081442,0.16577655,0.08449634,-0.09569341,-0.12500782,0.012961695,0.021151273,-0.38134822,0.065069616,-0.015723739
2,0.081869334,-0.16352919,0.29175225,0.2212581,0.40292975,0.23980087,0.38112372,0.23206365,-0.45103022,0.0006756942,-0.18525401,-0.13286164,0.2397417,-0.15063623,-0.21804361,0.33429918,-0.46752486,0.25951722,0.22060007,-0.0552565,-0.034315858,-0.043749575,0.050812513,0.26848486,-0.24031247,-0.14010607,-0.17807648,0.28996882,0.096141264,-0.020083014,-0.32851276,0.028330095,0.0023083114,-0.08760116,-0.14980756,0.13786057,-0.10323158,-0.35588625,-0.018161718,0.32411513,-0.13344435,-0.34763172,-0.14977568,-0.27826682,-0.20800577,-0.29175797,-0.35016257,-0.11198086,0.33067814,0.15249981,0.13930887,-0.26054856,-0.16010746,0.023185875,-0.26476407,0.1100324,0.22598483,-0.16824996,0.012784445,0.26746005,0.089505106,-0.21803428,0.10743811,-0.60324943,0.048557926,0.29785228,-0.24653122,0.30292246,-0.28083134,0.12017988,-0.07696712,-0.18578896,0.09358041,-0.14622478,0.18340117,0.25386938,0.3383316,0.087877594,0.25171262,-0.20713511
3,-0.18149285,-0.27571216,-0.218115,0.41422665,-0.50193256,0.17588244,-0.256265,0.33139402,0.1139903,-0.21210319,0.0445159,-0.2691455,0.12445285,-0.036244255,-0.03543172,-0.53429896,-0.04897451,-0.35623392,-0.0098007275,-0.11352852,0.11329355,-0.04488786,-0.51598513,0.09008864,-0.13820122,0.16412352,0.22970565,0.17758024,0.28695405,-0.4390881,-0.40484968,0.16742456,-0.09924692,-0.25977778,-0.16289937,0.40728274,0.031695835,-0.1487063,-0.17852409,-0.5630725,0.15233597,0.2856202,-0.33346522,0.20393321,-0.13155614,0.23993015,-0.41945192,-0.34344754,0.36791804,-0.20306703,-0.49365568,-0.60094917,0.16074795,-0.2407135,-0.23282027,-0.019235114,0.12327917,-0.49722946,-0.021163845,-0.09328711,0.027473798,-0.07312049,-0.1448128,-0.021652332,0.16401358,-0.5261057,0.26579583,-0.13383695,-0.27076235,0.40794018,-0.1334631,-0.30173495,0.17170876,0.28653467,-0.09959424,0.10267166,0.48858932,0.15064001,-0.2177551,0.2936544
4,0.17044155,0.13135687,0.4583504,0.271743,-0.46402666,-0.034254033,-0.091830395,0.14973067,-0.082167484,0.35463065,-0.17139514,0.053098056,-0.07484486,0.40033105,0.28669664,0.07138951,0.3387945,-0.18671805,-0.11353012,-0.2162047,-0.4700782,0.12764536,-0.05413156,-0.25384796,0.21120425,0.03748384,0.09887566,0.12470023,0.14606458,0.3618579,0.23103257,-0.6392231,-0.099425115,-0.4410636,0.31749514,0.2629489,-0.0728104,-0.32066193,-0.047619753,0.07103161,0.056671277,-0.15404709,0.25379202,0.049511,0.2620594,-0.06133013,0.1414502,-0.09655798,0.101608604,0.19347598,-0.31820416,-0.27114677,0.0123050865,-0.06583183,-0.07099761,0.31629178,-0.033601534,-0.3117842,-0.17116775,-0.13457221,0.4495206,-0.29655966,0.3202592,0.06789849,-0.14516611,-0.33291915,0.10733159,0.1364184,-0.023858093,-0.25150818,-0.26369768,0.06723438,-0.057296723,0.16803749,0.084213644,0.2601418,0.048504647,0.0018396397,-0.23090024,0.008153015
5,-0.10708373,-0.6069005,-0.19305179,0.18641989,-0.017280914,-0.05270689,-0.38074756,0.40575096,0.40717715,-0.16670375,-0.116723605,-0.24186109,0.2569193,0.103819504,0.3148639,0.12787645,0.11146173,0.10632856,-0.57438487,0.19625434,0.46463564,0.4583888,0.21503755,0.015246878,0.3112649,0.25553042,0.2595115,-0.19542812,-0.31577817,-0.13168406,-0.26442078,-0.22864193,0.47786543,-0.30768624,0.06463524,-0.28884584,0.2347052,-0.21510331,0.16447437,-0.32054454,0.0030131573,0.21710794,-0.23633178,0.2537572,-0.6079109,0.46739846,-0.09662071,-0.080868326,0.32989368,0.16526969,-0.07787076,0.1710419,-0.004364789,0.068978675,0.14550735,0.19301547,-0.45494208,0.45544556,-0.14806229,0.14681895,0.01357458,0.5916683,-0.24055155,0.14534658,-0.15163124,0.16562407,0.18596978,-0.32397076,0.38808823,0.13425331,0.39997548,-0.2193657,0.032635182,0.34098852,0.0353375,0.110809416,0.2993486,-0.19992067,0.019124249,0.15847848
6,0.046378694,0.070482686,0.29122317,0.27701062,-0.1529944,0.004853045,-0.28218165,-0.17539309,-0.11512678,-0.21605155,0.14076288,-0.110973164,-0.25665584,-0.08826971,0.2501967,0.12932998,-0.13909914,0.012729442,0.21283436,0.22599384,0.3522355,0.13745487,-0.0074478467,-0.029187344,0.046385672,0.3332529,0.06489117,-0.10167313,0.022529133,-0.12557523,0.05796683,0.28254345,-0.30641097,0.27853277,0.3586434,-0.15289289,0.052496027,0.51036716,0.14562954,-0.05219773,-0.091694504,0.111077495,-0.21131907,-0.48787233,-0.36736718,-0.062237177,-0.42418313,0.15643176,-0.24216871,-0.22673532,0.4192252,0.15870154,0.47530493,-0.05683737,-0.046908837,-0.24030206,0.19465706,0.39156595,0.034582928,0.19200462,-0.025895055,-0.16127749,-0.15889524,-0.62516195,-0.34846064,-0.11495769,-0.2588012,0.1857113,0.12803555,-0.07111942,0.036769103,0.69418037,0.122356266,-0.34663352,-0.18219101,-0.10600009,0.36559713,0.11992649,0.019194016,-0.37403974
7,-0.19314122,0.22217457,-0.62247854,0.10256946,0.34397134,0.15690847,0.3896135,-0.097647294,-0.35609692,-0.18207273,0.0075273737,0.18391256,0.023240333,-0.3212413,0.09985437,-0.01745102,-0.59490335,-0.046262212,-0.5744665,0.0416734,-0.0948639,0.26150408,0.38097858,0.13116488,-0.6881181,-0.040349614,-0.47937295,-0.1398023,0.04484391,0.103834674,-0.30590943,0.122045994,0.43541807,0.3836354,-0.14622335,-0.5101887,0.19230479,-0.25278473,0.20328276,-0.37418085,0.3402598,0.028379584,-0.41455802,0.090241775,0.23239368,-0.3997421,0.289982,-0.41699877,0.010516318,0.28175104,0.2812847,0.042639904,0.4148887,-0.26178658,-0.031931035,-0.57047105,-0.27990216,-0.016859636,0.52399933,0.14431816,-0.17047226,0.04110829,-0.15473095,-0.44896734,-0.12164012,-0.09798938,-0.32244328,0.06654111,0.3333636,0.1038361,0.3514067,-0.18160029,-0.7154663,0.051604893,0.31678838,-0.03585288,0.28653792,-0.12879515,-0.11142291,-0.15163405
8,0.025986914,0.017657304,-0.2413827,-0.0047924835,0.13638873,0.17143014,-0.37384754,0.25676593,0.11365473,-0.019662382,0.29070994,0.09376902,0.07283969,-0.2397479,-0.35584286,-0.35438028,0.16253838,0.053193536,0.2410077,0.34631538,-0.16266812,0.034542482,-0.2259448,0.049610462,-0.2857461,0.07939928,0.10590082,0.14084022,0.13868663,-0.13772711,0.077647015,-0.10083156,0.033935513,0.09369863,-0.16637781,-0.11225337,-0.44341266,-0.22111563,-0.008370248,-0.22304943,-0.36835465,-0.39758316,0.0025568514,0.30020368,-0.23097636,-0.32829872,0.06307776,0.38361457,-0.1746598,-0.0014192124,-0.39975882,-0.100212604,0.2780002,-0.14278279,0.3136926,0.1387034,0.3427444,0.13733633,-0.08668921,-0.049874995,0.090859026,0.16294135,0.2174136,-0.057968233,0.11328494,-0.2165966,0.09116885,-0.21485278,0.026456194,-0.0010923492,0.13207029,-0.38946247,-0.3040799,0.001995447,-0.058457144,0.16833293,0.2996695,-0.26260015,-0.28965113,0.004607925
9,0.33244103,-0.09519245,-0.13789569,-0.3892739,0.30918533,0.17314781,0.26272467,-0.3934781,-0.32310385,-0.24799934,0.41442138,-0.27509806,-0.17027742,-0.15106909,-0.20091964,0.14316064,-0.30080333,0.22134982,-0.21161816,-0.15697213,-0.46965662,-0.14626566,-0.07191738,0.48106077,0.41338497,-0.06197562,0.17037772,-0.40746206,-0.21467534,-0.11247142,0.03810081,0.15212417,0.3321316,0.008720005,0.051714506,-0.144128,0.26734355,0.04922967,-0.019870015,-0.5792009,-0.025631802,0.12300501,-0.0041029686,-0.3349561,0.09636486,0.07132023,0.037894167,0.3608396,0.1356031,-0.38777924,-0.33138376,0.06143425,0.15581685,0.05223571,0.09721202,-0.27387515,0.06451834,0.11043022,0.15550672,0.106163226,0.18332763,0.036881458,0.26794046,-0.46911845,0.22955626,-0.46940768,-0.2886537,-0.20998174,-0.19409628,-0.059283543,-0.042204216,-0.07664997,0.2747749,-0.042628184,0.049267516,-0.12691589,0.23243813,0.42959723,-0.065644145,0.06602659
