,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.042969912,0.17989786,0.020933991,-0.09477291,0.10846091,0.16468328,-0.117859796,-0.051286556,0.091315754,-0.012853173,-0.08040815,0.044471093,0.083188094,-0.04456938,-0.14965552,-0.036294684,0.030257532,-0.12439838,-0.060474575,0.18064204
1,-0.0073798792,0.011147797,-0.21049978,-0.20108098,0.11551751,-0.2992116,0.091707475,0.021196984,0.019580588,0.15557387,0.05529168,-0.27743343,0.1119083,0.09575777,-0.029024975,0.066896744,0.003737325,-0.03283409,0.05102635,0.020506473
2,-0.03773822,0.028251361,-0.11751596,-0.018819764,0.06977268,-0.16698062,-0.006736485,-0.038755268,-0.033978105,-0.040003654,0.12182361,-0.0646465,0.065194905,0.06649485,0.034488164,0.019187838,0.098646194,-0.026757715,0.10411046,-0.17962438
3,-0.047914963,-0.025014075,-0.056612156,-0.030376062,0.091415495,-0.25313884,0.0016921526,0.07833613,-0.0853937,0.065882176,0.03930495,0.107368164,-0.0042400304,0.0074881837,-0.07403439,-0.057533722,0.013773976,0.037019644,0.10927267,0.14704375
4,-0.01998547,-0.15934211,-0.11076643,0.0015165632,-0.17948933,-0.13137679,-0.06653458,0.047548305,-0.136904,-0.034068275,-0.066013694,-0.008536139,-0.12084988,0.30119985,-0.012041366,0.114065,0.019278925,0.10103116,0.2209604,-0.16856654
5,-0.014293638,-0.039246157,-0.031840548,0.012856916,-0.026655966,-0.20101005,-0.08243316,0.20886658,-0.15593077,-0.030484103,0.20010321,-0.08309245,-0.16756755,0.22574642,-0.07757578,-0.02227208,0.030725807,0.025829716,0.029954297,-0.1190213
6,-0.03280359,-0.08819464,0.030079661,0.013883258,-0.14201975,-0.18568203,0.010168911,-0.040089604,-0.13991879,0.2004112,-0.10553715,0.0018977816,-0.06600146,0.10434407,-0.054195866,-0.037036747,0.09221202,0.038527247,0.22712821,-0.15333465
7,0.2702953,-0.13648582,-0.08042106,0.42481405,-0.021078302,0.32354638,-0.06689948,0.4809234,-0.15311415,-0.033803515,0.21978821,0.47454286,-0.08997499,0.50970167,-0.03776157,0.2640187,-0.0418763,0.47268194,-0.06744562,-0.14354901
8,-0.10007035,-0.12471082,-0.09680286,-0.024407485,-0.031164074,0.36220115,-0.031424385,0.3654801,-0.15218927,0.40035552,-0.037765406,0.037494283,-0.08325002,0.04766182,-0.04895361,-0.04713243,-0.01580002,0.03435198,-0.043619666,-0.17684253
9,0.19638476,0.07820117,0.23005079,-0.023700422,-0.18976027,0.20503478,-0.060098972,0.00094666047,-0.17156515,-0.007650877,0.34607324,0.41165823,0.17067033,0.0015889278,-0.026095638,-0.090697475,0.021493195,0.09085799,-0.020538485,-0.04566508
10,-0.024894906,-0.13200021,0.08225203,0.047479097,0.0644952,-0.018952457,0.020319566,0.02307823,-0.16763413,0.06618196,0.055858944,0.07390836,-0.06481622,-0.07500639,-0.008416475,-0.011575431,-0.040761854,0.07138251,0.08365076,-0.1724237
11,-0.08139314,-0.08862055,0.13263093,-0.014597307,0.057262193,-0.1790104,-0.016749265,0.039045725,-0.15858811,-0.02549423,-0.07811484,-0.07983512,0.14130777,-0.009340995,-0.063627474,0.03924125,-0.013563611,-0.03061341,0.026376246,-0.11123115
12,-0.1391545,-0.019127075,-0.054471634,-0.05262948,-0.07958412,0.56945103,0.47189268,0.22768821,-0.002302124,0.6002129,-0.07217113,-0.06003761,-0.08203398,-0.008545286,-0.026867324,-0.19043714,0.0050595305,0.01763519,-0.047116395,0.41776448
13,-0.04803974,-0.14424023,-0.009203238,0.04121102,0.035602782,-0.20188676,0.48687333,0.48476282,-0.18042633,-0.12087925,-0.06497641,-0.021784604,-0.04168903,-0.09479056,-0.046069995,0.28093815,0.0022179577,0.0057432507,0.45758048,0.28584024
14,-0.048130065,-0.1601246,-0.041715566,0.04105524,0.035323154,-0.16554438,0.10631749,0.18926051,-0.1486108,0.073722355,-0.11647581,-0.079003185,0.040531155,-0.0130777685,0.023620663,-0.085867435,0.00095472584,0.06677096,-0.0008540027,0.038917005
15,-0.09999599,0.0035711247,-0.08209707,0.070511036,0.036342002,-0.17272934,0.17248805,0.14758323,-0.022950195,-0.055197913,0.024892485,-0.020706318,0.016279306,0.055624414,0.11531446,-0.08297309,-0.051786635,-0.038444746,0.13760683,0.10552515
16,-0.032151107,-0.16518903,-0.030249557,0.059101783,-0.13080752,0.085304245,-0.092682466,0.05732515,-0.12070087,-0.087310165,-0.041778255,-0.052679207,0.048776858,-0.06164606,0.14120737,0.14555955,0.015057509,0.033549555,0.07047934,0.080637574
17,-0.027846215,-0.22840309,-0.04455234,-0.052378755,-0.3168021,0.18623304,0.23494273,0.1225692,-0.039306566,0.07218646,-0.050309174,-0.08568169,-0.08684803,-0.028232234,-0.1210503,0.017675364,0.1429996,0.16004188,-0.2286388,0.34116757
18,-0.0934708,-0.19019091,-0.033719335,-0.005602189,-0.043254353,-0.19366539,-0.026729582,-0.0008363223,-0.12681682,-0.018766925,0.41186497,-0.10771372,0.15282677,-0.057650883,-0.016139317,0.12493608,0.0031771131,0.012012402,-0.07156155,-0.12197899
19,-0.15012339,-0.19058907,-0.14744717,-0.005831463,-0.14549598,0.110581756,0.2552847,0.24265288,-0.13108556,-0.118145905,-0.09847216,-0.12181512,-0.16761392,0.22850353,-0.034908827,-0.21352398,-0.028708236,-0.12752345,-0.03313914,0.16199833
20,-0.044231016,-0.06053759,-0.012922609,0.06611702,-0.06442946,0.39597705,0.009510347,0.09087051,0.006975796,0.3887111,-0.1151785,-0.016315809,-0.06846228,-0.01696374,-0.09695349,-0.09436592,0.08893962,0.0029854826,-0.0018405564,-0.1905136
21,0.08229711,-0.18173298,-0.015803521,0.36023724,-0.1857271,-0.16894996,-0.0044090995,0.5583124,0.014223436,-0.015454699,0.10208376,0.74485135,-0.09248961,-0.025984546,-0.034132093,0.03425847,-0.021404712,0.3231029,-0.060941998,0.11334977
22,-0.040532798,0.3059769,-0.07223096,-0.00080851966,0.30437505,-0.18413636,-0.08663443,0.62560457,-0.17926905,-0.054615345,-0.06571555,-0.0018313226,-0.021150831,0.22635642,-0.08384573,-0.07759249,0.553512,0.02825618,-0.0011698303,-0.10937472
23,-0.009701265,0.1223848,-0.08199499,0.019509258,-0.055296913,-0.19583881,-0.04236904,0.06019533,0.1389024,0.18773782,0.37087712,0.008928647,-0.058714826,-0.05940337,-0.012910925,0.1820505,-0.033514652,0.057690855,0.10491457,-0.032525323
24,-0.0076153837,0.030195786,-0.11939713,-0.018499833,0.0577922,-0.028714804,0.003075993,0.0116313705,-0.13551386,0.046184327,0.10264403,-0.09287926,0.073975824,-0.055570368,-0.10829485,-0.060215097,-0.044664927,0.024922736,-0.07854731,0.0652031
25,-0.08432413,-0.097155675,0.13473749,-0.0735225,-0.14199662,-0.08916726,-0.019104995,0.060731318,-0.18395637,-0.10520852,0.13374367,-0.116205886,0.1623351,-0.07992195,-0.02618635,-0.0110802,-0.12969832,0.07713045,-0.061063234,0.090800636
26,0.09422111,0.15518555,0.10063977,-0.027785316,0.05715304,-0.23469773,0.075718015,-0.020471646,0.014933227,-0.063124366,0.09980488,0.0623413,-0.10257016,0.020412583,-0.090079024,-0.030282179,-0.037142236,-0.033248097,-0.040057603,-0.08830202
27,0.035675827,-0.015773565,0.012454394,0.104892746,-0.020547703,0.030505277,0.107297845,0.047443073,0.020781584,-0.012714266,-0.011216016,-0.06609845,-0.039446935,-0.09773693,-0.074674554,0.08764327,0.010120846,0.11603094,-0.03925697,-0.16853738
28,-0.07984913,0.17055844,0.02858487,-0.0021826283,-0.09921937,-0.26584876,-0.089349814,0.055178992,0.21082185,0.29363307,0.38092753,-0.04403057,0.06773209,0.09545316,-0.083304666,0.16165759,-0.012147948,-0.0466959,0.05366041,-0.049434736
29,-0.024343833,0.04945299,-0.07565701,0.053673312,-0.11822621,-0.2679153,0.035642914,0.020625286,-0.09815715,-0.02725136,-0.05733736,-0.11625245,-0.16817315,0.0808183,-0.011161364,-0.048685085,0.07630676,0.09857708,0.07414311,0.027148891
30,-0.0055907997,-0.116351806,0.1050764,-0.02368765,-0.10610278,-0.16927429,0.0020566531,0.04990929,0.15932052,0.19139786,0.23283948,-0.043750677,-0.042820923,-0.07426209,-0.022629164,-0.043045208,-0.008974274,0.036111023,-0.04649293,-0.11339394
31,-0.058165994,-0.19091682,-0.08113848,0.009188274,-0.14707133,-0.06221295,0.028131993,0.052955296,0.07424943,0.047179647,0.17107259,-0.03433588,-0.06679404,-0.073416464,-0.01893293,0.0340397,-0.04830685,0.045644227,0.08973825,0.03349754
32,-0.056092452,-0.032238916,-0.033977926,0.058435496,-0.08274978,-0.19244711,-0.023424055,0.19226147,-0.12698166,-0.12003249,-0.0645601,-0.09442215,-0.033002425,0.2079463,-0.02985955,0.05050684,-0.002439941,0.24924506,-0.019281767,-0.0036669206
33,-0.06356077,-0.08012342,0.14777088,-0.0057400125,0.06678037,-0.20062613,0.0589094,-0.026395103,0.15893337,-0.049892575,-0.109174944,-0.10300665,0.12233981,-0.022421196,-0.06288915,-0.024315028,-0.010877717,-0.028145881,-0.08244621,-0.17906432
34,0.07842803,-0.06353104,-0.053395923,-0.062090658,-0.093981214,-0.06652728,-0.065213844,0.100461714,-0.08936961,0.13638055,-0.05197919,0.00045742182,0.052849997,0.005159942,0.16440578,0.053391516,0.012897128,0.06320685,0.1194817,-0.097107336
35,-0.011895863,0.013491415,-0.015349763,0.10173154,-0.040975977,0.17162535,0.01907705,0.20635144,-0.17007652,0.23601487,-0.022491043,-0.054623883,-0.0267079,-0.0025481842,-0.070648216,-0.11076019,-0.00010232732,0.0050507765,-0.06303484,-0.11247167
36,-0.041456476,-0.13987684,-0.03283434,0.041793574,-0.17086579,-0.26221532,-0.017719809,0.033358216,-0.12759739,0.134596,0.13910003,0.0674652,-0.035324775,0.3189477,-0.07789269,0.15052195,0.022581026,0.09143949,-0.0007966506,-0.121789984
37,0.1553788,-0.08994555,-0.06638384,0.052380975,-0.030698325,0.1447453,-0.013020024,0.08479142,0.09909384,-0.08745643,0.30705053,-0.01789657,-0.1683019,-0.021357685,-0.041499622,0.015776657,0.003115378,0.03669772,-0.021155909,-0.08499108
38,-0.035238463,0.08004352,-0.031525467,0.01706454,-0.11603357,-0.25443193,0.018745208,0.05747322,-0.0036019147,-0.09927763,0.20289056,-0.102997586,-0.040060956,0.37020788,-0.017415946,0.18615898,-0.00210093,0.069254175,0.29025707,-0.032061692
